ID_REF,GSM473654,GSM473655,GSM473656,GSM473657,GSM473658,GSM473659,GSM473660,GSM473661,GSM473662,GSM473663,GSM473664,GSM473665
265469_at,238.4,208.5,411.1,249.9,120.5,212.8,180.7,254.7,69.7,154.5,175.3,191.2
265470_at,136.8,123.3,98,139.5,60.3,52.4,112.6,77.1,56.9,41.4,140.6,98.3
265471_at,830,586.4,855,631.8,634.2,2453.6,566.1,499.5,607.8,533.8,1025,1049.4
265472_at,2862.4,2826,2001.6,2790.3,2858.4,2499.6,2373.6,2263.1,1453.7,2459.8,2711.5,1936.4
265473_at,16.4,4.7,7.8,49.1,2.5,5.4,3.3,2.7,7.8,24.2,3.7,9.4
265474_at,549.4,562.2,462.7,1043.9,658.3,460.9,737.2,889,645.8,1203.4,608,570.4
265475_at,3744.2,3632.9,3647.5,2874,3220.6,2766.6,4338.2,4660.2,5181.1,3915.3,2887.2,2839.9
265476_at,470,458.2,414.8,331.9,461.1,453.1,333.9,400.9,365.4,479.1,458.5,472.1
265477_at,63.7,7.8,14.7,21.3,12.7,7.8,5.3,7.4,81.4,4.8,6.2,14.7
265478_at,3959.4,3966.2,4565.7,293.7,236.5,320.6,2725.5,2512.2,2978.2,180,182.8,242.8
265479_at,85.2,106.5,113.8,202.7,135.6,288.9,11.6,42.9,218.6,49.1,196.2,285.9
265480_at,13718.1,11595.5,13349.3,4574.8,4568.3,7195.4,11631.9,12177.8,15878.8,4807.3,3018.3,4831.9
265481_at,3996.3,3706.1,2701.7,431.8,513.2,491.7,2170.1,2495.9,2438.5,436.8,403.3,408.1
265482_at,7.8,23.3,63.8,56.6,106.8,32.5,62.9,6.4,22.2,52.5,138.5,187.8
265483_at,141.7,51.3,74.9,80.5,123.3,128.4,122.8,133.8,30.7,82.8,47.9,126.1
265484_at,338.6,441.4,391.9,248.8,253.9,190.1,340.7,294.9,50.8,155.1,262.9,117.6
265485_at,96.4,6.9,19.5,45.2,7.5,55.4,44,12.2,129.8,6.1,8.4,11.3
265486_at,206.2,10.1,110.5,67,95.9,128.9,73.8,104.4,307.7,56.2,97.3,82.4
265487_at,3.4,3.5,5.2,33,2.8,4.7,4,3.6,39.2,2.7,5.3,52.2
265488_at,96.3,8.4,16.8,6.5,13.6,14.1,6.5,10.1,118.6,43.4,89.2,21.2
265489_at,6.8,9.5,8,31.5,59.7,6.6,22.9,26.8,47.1,2.8,3,5.2
265490_s_at,3.2,3.5,5.7,2.8,2.4,7.8,3.9,3.2,5.4,4.8,4.3,2
265491_s_at,1.7,8.7,3.9,3.4,0.7,1.8,6.1,1.5,7,0.5,3.1,27.2
265492_at,152,70.5,76.4,9.9,80.5,6,35.3,44,7.1,54.4,3.1,4.6
265493_at,13.8,53.6,8.3,36.7,7.7,10.6,75.3,13.8,121.3,34.5,88.8,7.1
265494_at,62.9,125.2,221.2,98.5,71.7,14.5,32.6,97.5,120.1,96,174.3,66.2
265495_at,1262.5,1073,1364.6,954.2,1090.3,1046.5,1072.6,965.1,1035.2,945.5,1005.2,786.7
265496_at,3.2,2.3,5.8,3.1,14.8,25.4,1.9,18.4,11.2,2,5.3,1.6
265497_at,43.1,20.5,16.4,4.7,33.2,23.7,54.4,37,27.4,4.8,19.5,33.8
265498_at,135.6,41.3,133.2,56,32.5,69.5,49.5,60.4,137.2,92.2,60.2,54.3
265499_at,13.5,13.2,9,52,4.4,63.9,38.9,8.3,36.5,60.6,100.4,59.9
265500_at,8.9,25.4,108.9,24.8,42.6,24.2,5,6.5,18.9,14.8,15.8,114.3
265501_at,3.9,7.7,6.9,5.7,5.9,15.6,5.7,3.9,10.4,3.5,8.1,12.1
265502_at,154.7,21,32.6,63.9,45.6,139.7,61.7,109.7,181.5,44,63.9,26.9
265503_at,14.7,57.5,38.1,16.1,19.8,30.4,34.7,6.6,35.1,31.2,20.7,67.4
265504_at,10.6,6.9,9.4,109.1,13.6,101.8,30.1,13.9,27.6,4.8,62.2,89.7
265505_at,524.1,324.6,314.4,369.2,379.3,319.2,338.9,325.2,393.5,337.5,255.4,278.4
265506_at,6.8,14.3,18.4,15.1,5.6,10.8,18.8,6,27.8,5.3,72,55.6
265507_s_at,10.8,9.8,6.5,4.8,3,4.3,4.6,4.1,9,2.9,10,6.5
265508_at,13.6,91.1,52.2,13.6,14.4,47.1,20.9,33.7,37,12.2,27.8,10
265509_at,5.2,14.7,40.4,83.6,6.4,9.7,67.3,5.9,21.6,26,16.2,13.3
265510_at,406.9,468,293.8,374.3,469.8,246.3,328.1,298.6,224.5,419.6,452.7,380.2
265511_at,2144.8,1890.1,1120.5,944.8,970.9,3093.3,798.6,792.3,727.7,749.5,744.1,580.7
265512_at,486.7,479.9,650.3,452.7,363.4,388.5,234.6,398.7,259.7,409,373.1,387.3
265513_at,66.6,6.3,12.4,4,93.5,15.3,4.7,10.7,13,5.6,37.2,7.8
265514_s_at,3.5,75.4,37.5,6.6,22.8,6.7,5.6,5,16.6,20.4,4.8,5.6
265515_at,3.8,28.3,44.4,35.6,3.3,14,16.3,2.5,38.5,24.8,12,20.7
265516_at,4.9,2.4,6.1,2.8,2.3,6.6,3.5,1.9,9.4,1.2,3.8,1.7
265517_at,6.2,78.4,14.9,51.5,7.7,5.3,44.9,8.2,30.1,4.7,54.1,26.9
265518_at,85.8,124.6,130.7,89.9,138.8,97,73.2,7.3,10.7,104.6,161.6,88.8
265519_at,134.5,168.6,235.8,167,106.6,79.7,97,83,17.1,80.3,235.4,109.9
265520_at,12,59.5,4.3,5.8,1.9,42.7,35.5,5.8,6.8,50.4,38.2,3.5
265521_at,156.4,376.5,282.8,201.2,228.4,269.2,182.8,272.6,345,200.3,185.8,213.2
265522_at,221.9,281.8,163.8,213.3,239.7,94.4,172.9,122.9,442.4,101,270.7,259
265523_at,9.4,23.7,20.6,50.4,47.4,56,9.8,10.7,25.1,6.5,13.6,47.5
265524_at,39.5,5.6,12.2,6.2,39.1,8.1,12.6,6.4,22,8.7,5,11.2
265525_at,10.8,27.1,16.4,15.5,21.5,70.4,11.7,13.4,111.6,31.4,17.1,78.8
265526_x_at,47.9,44.3,33.9,30.7,42.5,50.5,39.2,34.9,115.7,3.8,28.9,23
265527_at,4.8,5.2,3.9,3.2,8.5,7.3,4.2,13.8,12.5,5.7,7.4,6
265528_at,6,39.7,11.8,5.9,3.3,14,7.9,2.5,8.5,1.9,5.1,12.1
265529_at,18.5,23.4,14.3,43.4,19.7,14,16.9,7.8,12.9,3.1,4,9.7
265530_at,4532.4,4518.5,4657,4200.3,4504.1,3120.6,2880.2,2265.5,3094.3,2970.3,3772.5,2951.4
265531_at,90.2,28.3,52.7,11.4,4.6,11.6,8.6,4,59.6,3.1,12,7.8
265532_at,9.1,91,15.3,1.9,2.4,6,16.9,6.6,16.8,2.8,9.6,32.5
265533_at,45.1,2.9,17.2,7.3,78,4.4,2.1,2.9,7.5,2.3,70.5,74.5
265534_at,13,6.1,6.4,30.2,11.7,15.5,54.5,18.1,56.3,66.8,12.9,8.5
265535_at,346,470.7,300.7,230.6,204.5,159.2,391.4,272.6,211.1,226.9,174.9,223.8
265536_at,104.4,138.6,23.4,87.8,11.8,125.7,61.9,119.1,34.7,13.1,4.1,94
265537_at,4.9,22.4,9.9,5,4.3,20.1,13.4,4.8,15.7,31.3,7.7,12.2
265538_at,461.1,447.1,698.8,509.2,640.4,523.8,712.8,539.6,442.9,579.1,577.6,633
265539_at,96.3,149.2,100,86.7,66.2,68.7,125.5,139.2,16.4,82,141,117.9
265540_at,14.3,10.8,18.7,6.2,3.9,33.4,21,22,16.1,4.7,15.6,39
265541_at,4.9,2.9,18.2,25.7,4,4,6.6,3.4,8,32.3,74.8,47.6
265542_at,1058.4,914.1,916,935.4,1035.6,628.6,841.5,813.2,806.1,975.7,795.1,955.5
265543_at,13.2,9.1,8.8,3.8,10.9,9.1,7.4,12.4,106.8,5,7.2,24.1
265544_at,70.7,13.6,123.5,72.2,99.9,82.8,55,78.2,37.3,26.3,14.5,43.2
265545_at,84.6,82.7,141.6,45.4,98.6,15.9,155.8,116.9,36.2,70.5,10.5,29.9
265546_at,179.2,187.6,30.1,130.3,172.3,105,188.5,135.9,26.3,169.2,36,163.1
265547_at,338.7,379.8,374.7,414.9,380.3,567.8,257.7,356.4,233.4,349.8,460.1,371.2
265548_s_at,1.9,64.8,5.7,19.3,7.1,3.3,4.7,32.2,14.4,5.4,6.7,49.9
265549_at,4.3,18.9,10.5,5.3,13.7,3.7,8.9,11.5,13.5,13.5,4.1,9.9
265550_at,10.6,10.7,55.5,12.3,6.3,17.8,7.7,7.9,9.1,16.6,9.7,26.5
265551_at,3.1,2.5,18.9,5.4,2.5,11.6,3.8,5.4,20.8,22.2,4.6,3.8
265552_at,95.4,13.1,9.6,3.3,60,133.6,5.2,5.5,10.6,81.7,58.9,29
265553_at,4.1,4.1,11,38.4,7.2,25,8.9,37.9,187.3,6,40.4,10.8
265554_at,8,59.4,54.8,45.8,4.5,16.8,39.3,2,125.4,3,21.6,29.4
265555_at,26.9,29,63.8,42.1,7.7,76.8,37.2,19.5,40.2,8.4,5.8,6.1
265556_at,3.5,8.8,23.6,15.9,3.8,13.7,5.3,134.2,14.3,4.4,98.5,11.4
265557_at,5.5,9.9,141.2,26.7,67.1,42.2,103.2,56,112.5,26.6,86.6,12.1
265558_at,7.6,3.6,11.9,39.7,1.6,5.1,7.9,32.2,7.3,3.8,8.6,9
265559_at,10,13.3,125.1,33.7,5.9,165.3,26.6,69.5,128.4,26,62.8,129.3
265560_at,28344.6,27417.8,30647.5,21313.7,24207.5,29916,30132.6,25236.6,22274.4,20823.1,16421,14789.8
265561_s_at,20.4,99.7,65.9,15.4,34,19.3,33.6,13.8,42.1,6.7,52.3,104.1
265562_at,5.5,3.8,66.8,3,2.8,3.2,8.2,2.3,5.1,0.8,2.6,3.8
265563_s_at,13.4,13.8,9.9,7.3,5.9,55.9,13.9,40.3,10,4.2,50.4,10
265564_s_at,5.5,2.7,9.7,3.1,2.2,3.9,4.4,5.1,11.4,2.1,1.5,8.3
265565_at,62.2,69.9,9.8,30,24.4,21.5,3.8,5.2,16.4,5.3,39.4,13.5
265566_at,7.7,8.3,19.3,16.3,13.8,59.4,7.8,67,64.8,20.1,26.4,87.3
265567_at,48.3,10.6,109.9,42.2,82.6,101.1,18.5,21.8,14.9,38.6,141,159.6
265568_s_at,2.1,6.7,2.8,1.3,2,3.1,2.2,2.8,5.3,13.2,22.6,7.1
265569_at,6639.9,7152.8,4246,10019.3,9702.2,9838.3,6737.7,6778.5,5357.8,7510,8948.8,6801.7
265570_at,334,262,151,194.8,249.3,34.2,222.5,343.5,95.4,161.9,166.1,134.7
265571_s_at,568.9,1012.8,542.9,529.4,827.8,391.6,595.1,595.1,425,743.2,371.6,354
265572_at,594.6,538.9,246.4,298.7,348.2,355.4,331.6,468.3,397.1,262.8,211.5,267.9
265573_at,90.4,97.6,100.8,231.8,201.6,171.7,73.4,82.7,163.6,91.9,203.2,183.2
265574_at,4.1,2.8,8.2,2.7,0.9,3.7,3.9,2.2,67.6,1.3,3.4,9
265575_at,1885.1,1735.4,1642.6,2080.7,1613.5,1129,2331.4,1627.9,1299,2457.5,2411.6,1601.9
265576_at,1097.2,1074.2,1074,876.5,1063.6,1226.8,990.1,839.3,1097.7,1037.7,840.7,843.3
265577_at,129.5,190.4,122,76.6,105.5,30.6,119.3,39.6,22.3,47,166.8,86.1
265578_at,93.9,127.1,156.2,36.4,7.9,77.7,121.6,134.5,138.6,121,57.3,160.1
265579_at,46.8,10.8,7.9,8.6,6.5,13.2,4.2,4.9,28.8,3,11.5,13
265580_at,319.8,317.7,329.6,234.2,255.9,273.7,282.9,273.1,144.7,250.8,242.5,277.3
265581_at,558.4,642.4,568.3,469.4,422.8,457.4,632.5,696.4,633.4,496.8,357.7,416.1
265582_at,4.5,4.1,10.1,72.4,3.8,54.4,3.5,5.4,54.7,23.8,109.5,100.1
265583_at,333.3,387.9,298.8,465.2,477.8,379.6,232.2,320.7,56.3,315.7,561.5,592
265584_at,495.9,680.2,562.8,288.6,273.7,468.9,517.4,451.8,582.9,259.3,132.2,298
265585_at,380.2,455.9,356.8,377.7,372.8,324.4,469.3,450.1,406.9,374.4,474.6,447.2
265586_at,45.4,36,22.7,91.1,124,20.1,31.1,75.2,15,85.4,90.8,117.9
265587_at,10.2,4.9,11.7,10.2,8.1,6.1,6.7,18.7,11.5,18.3,15.9,9.6
265588_at,7.5,8.6,10.2,92.7,30.9,15.7,6.3,6.4,22.1,10.3,63.4,32.2
265589_at,9.1,10.4,7.3,2.8,4,12.5,6.7,8.8,26.4,2.8,17.1,9.5
265590_at,6.3,87.7,8.2,82.5,5.3,128.3,27.5,64.2,13.7,18.6,56.8,47.2
265591_at,7.6,83.9,24.9,10.3,14.3,12.4,11.9,13.5,12.3,5.5,14.6,55.3
265592_at,17,83.6,151,192.8,97,169.3,152.7,94.5,14.5,104.8,125.2,203.6
265593_s_at,1586.5,1025.3,1783,874.5,994.3,1098.6,1376.6,1084.1,1267.2,964.7,866.2,1184.5
265594_at,1223.1,1326.8,1310.9,1223.9,1292.5,814.2,1292.4,1203.6,1007.1,1490.6,1225.9,1007
265595_at,483.6,403.1,335.8,566.6,732.3,429.5,516.1,566,686,597.7,701.3,700.6
265596_at,308.4,386.2,177.1,377.8,389.8,260.3,474.9,433.2,455.5,309.2,474,310.4
265597_at,122.4,155.2,25.5,308.2,235.5,174.8,72.2,157.2,15.6,292.8,286.6,370.1
265598_at,1.8,63,46.4,10.1,1.4,5.6,4.8,8.6,14.3,2.9,8.8,6.8
265599_at,249.5,191.8,350.3,192.7,256.1,245.5,219.9,169.1,184.9,129.3,299.4,316.5
265600_at,1,3.6,110.5,7.2,10.7,3.4,5,4.1,9.1,4.7,1.7,36.5
265601_at,24.8,15.3,12.9,15.3,9.9,19.5,9.8,8,42.8,7.9,17.8,39.3
265602_at,5.4,8.1,28.6,8.3,35.1,6.8,7.4,18.6,10.7,3.9,13.6,24
265603_at,16.4,62.4,30.1,17.9,5.5,40.2,4.3,33.9,35,2.2,53.3,6.8
265604_s_at,4.1,9.5,9.4,5.8,2.1,9,2.8,4,8.6,1.4,3,3.9
265605_at,9.4,85.9,123.4,95.8,72.9,86.9,88.5,145.6,217,84.2,54.9,129.9
265606_s_at,3.1,12.7,9.5,5.8,4.1,4.1,17.8,4.3,9.8,3.2,19.1,23.6
265607_at,12.8,17,42.8,38.7,3.4,19.7,5.7,5.1,23.7,4.2,47.4,8.3
265608_at,11.8,4.4,83.8,4.4,4.9,23,38.7,27.5,12.4,15.5,55.2,26.4
265609_at,104,85.3,274.3,157.9,162.8,8.6,153.3,137.1,189.8,144.8,187.5,226
265610_at,675.3,968.6,759.6,945.8,855.6,998.5,920,971.5,1122.1,1092.4,865.4,1182.1
265611_at,42156.6,48787.5,44118.9,61178.5,63668.4,72979.3,54910,53542,58689.6,44369.9,58678,69614.6
265612_at,4.1,4.9,61.4,3.4,2.9,38.6,4.4,31.5,24.2,2.8,10.3,20.5
265613_at,313.3,292.3,246.5,332.5,330.7,250.7,313.4,217,207.8,322.6,230.9,272.2
265614_at,105,64.6,118.1,287.2,303.5,227.4,229.4,147.1,68,285.7,251.1,230
265615_at,12678,13417.5,12733.6,12455.1,11801,11385,9856.1,10336.7,6786.4,7339.3,12496.3,10304
265616_at,4.8,32.2,9.4,19.5,1.6,96.5,33.7,9.7,5.9,2.6,8.8,10.5
265617_at,1580.5,1612.9,1593.2,2526.2,2690.5,2941.1,1991.6,1852.1,1986,2467.5,2025,3641.9
265618_at,27.1,8.9,148.7,24.4,6.7,72.7,43.1,67.9,11,11.5,48.3,17.4
265619_at,46.6,36.2,12.2,95.9,40.7,146.4,19.2,31.2,16.5,38.3,92.8,10.7
265620_at,12.3,90.3,171.9,116.5,133.4,48.7,152.9,194.2,131,101.5,102.8,114.8
265621_at,4.6,7.5,6.8,30.2,74.2,6.7,39.8,6.9,11.3,55.1,25.6,23.9
265622_at,7.5,44.5,14,31.9,38.7,11.2,6,14.4,14.9,1.5,1.2,4.4
265623_at,26.4,4.7,32.7,4.3,6.2,9,7.5,7.8,15.3,38.4,8.2,106.4
265624_at,10.6,5.7,6.5,4.7,4.8,14.9,4.4,39.1,14.4,3.3,8.8,24
265625_at,4.1,6.4,15.7,3.9,3.8,3.7,2,41.1,20.1,5,5.2,3.6
265626_at,720.4,634.8,551.8,661.2,637.7,527.7,706.6,530.9,514.8,748.6,688.7,738.7
265627_at,364.9,401.3,296.8,470.7,434.1,169.3,494.3,341.1,249.2,401.8,526.9,254.1
265628_at,2490.4,2905.8,2373,1652.8,1821.1,1769.6,2645.4,2531.5,2486.5,1434.8,1610.1,1444.8
265629_at,404.4,432.6,398.6,574,654.8,264.8,366.1,361.8,269.8,372,289.1,382.2
265630_at,680.3,483.2,411.9,553.1,602.1,586.2,563,514,652.9,647.4,640.5,617.1
265631_at,50.3,5.8,5.5,4.9,6.7,51.9,34,3.9,7,1.3,46.9,4.4
265632_at,64.2,15.7,154.3,35,29.4,92.9,10.5,144.5,98,89,38.3,92.8
265633_at,2382.9,2506.7,2705.5,1780,1428.2,2008.1,2601.1,2192.5,2118.2,1727.3,1740.2,2060.3
265634_at,74.2,45.7,170.8,206.8,192.2,264,161.8,155.4,24.3,200.1,227.4,252.8
265635_at,3.3,48,44.9,3.5,6.4,6.5,31.4,7.3,8,10.3,50.3,64.6
265636_at,67,78.3,9.5,101.2,138.1,48.6,85,70.9,45,68.8,54.2,118.8
265637_at,207.4,184.2,195.5,263.5,294.7,272.9,234.4,219,269.6,309.3,399.1,273.6
265638_at,181.5,304.1,293.4,164.9,194.1,93.3,221,252.6,158.8,188,203.9,243.3
265639_at,4.6,100.1,88,30.7,23.1,58.8,25.7,11,7.4,2.2,8,94.4
265640_at,14.8,11,26.3,38.5,9.6,19.7,10.1,31.8,33.9,8.9,11.2,74.9
265641_at,244.3,245.4,140.9,318,284.2,167.9,163.4,165,23.5,195.3,176.6,149.4
265642_at,841.3,676.7,840.7,572.4,608.2,657.9,733.9,633.2,971.9,670.3,819,870.9
265643_at,106.4,16.2,15.8,6.9,90.2,90.3,98.1,48.6,147.2,59.3,70.1,25.7
265644_at,23.1,20.1,31.2,9.4,13.5,21,12.8,21.4,28.8,10.3,11.7,19.5
265645_at,71.5,82.1,29.1,12.7,56.5,10.1,10.5,8.8,13.3,9,14.5,17.8
265646_at,376.8,311.6,546.4,743.1,800.3,1059.2,474.5,577.8,549.3,664.9,590,686.7
265647_at,78.1,127.7,86.3,100.1,31.5,80.6,11.7,13,91.8,31.3,73.3,19.7
265648_at,163.2,251,614.6,223.8,124.2,282.7,220.6,411.9,83.2,244,233.3,434.3
265649_at,656.2,608.8,802.3,555.3,575.5,596.9,717,654.7,455.6,703.1,900.5,714.8
265650_at,570.3,415.7,375.7,437.9,375.9,315.8,486,461.8,301.7,475.8,429,372.9
265651_at,8.8,38.3,4.9,51.1,2.8,4.2,14.9,2.5,12.9,4,2.6,5.9
265652_x_at,9.2,9.2,8.2,8.7,10,6,5.1,5.9,19.2,5.7,11.4,10.8
265653_at,4.2,42.1,37.3,17.5,19.8,42,3.5,85.3,22.9,5.9,20.9,37.1
265654_s_at,9.9,73.6,25,30.2,3.4,7.3,15.1,26.7,16.2,9.3,8,32.7
265655_at,12.8,16.5,11,8.3,2.9,4.9,7.6,2.7,113.9,2.4,11.9,6.1
265656_at,508.4,434.5,601,352.1,342.9,271.9,494,470.1,544.3,346.3,213.7,581.6
265657_at,196.8,337.3,197.5,241.5,183.4,206.5,194.4,147.7,56.9,263.6,178.5,137.4
265658_at,6.2,7.3,13.8,419.5,542,415.6,5.7,5.2,16.8,356.7,669.7,1215.9
265659_at,2.9,25.6,9.8,111.1,133.6,141.6,12.5,6.8,90.5,217.3,305.5,323.4
265660_at,4.9,9.2,41.9,73.7,4.7,171.4,34.6,59,9.4,96.3,22.7,43.5
265661_at,1405.6,1023,1541.5,2213.5,1787,1818.6,1516.3,1314.5,1790.2,2605,2733.8,2117.7
265662_at,834.6,745.6,817,864,959.3,826.1,1013.3,846.3,925.4,926.7,859,907.3
265663_at,365.8,435.1,292.3,263.8,223.1,242.1,426,308.6,377.3,186.7,212.3,221.6
265664_at,2594.6,2641,2683,2012.2,2117,3508.2,2603.3,2893.9,2093.1,1837.8,1823,2137.4
265665_at,7.3,69.3,102.8,504.6,393.3,692.9,111.1,43.6,47.4,349.3,275.5,328
265666_at,4,21.3,35.1,7.8,14.5,18.7,17.6,12.6,22.8,3.9,6.3,13.3
265667_at,17.5,132.4,109.2,77,52.2,161.2,92.2,44.2,184.2,92.8,158.8,120.6
265668_at,29.9,70.2,96.8,4.7,53.1,122.4,6.7,11.2,87.3,19.9,38.1,20.7
265669_at,830.4,933.8,845.2,639,583.7,677.5,533.5,634.9,847.4,516.2,611.5,637.5
265670_s_at,11.4,43.4,17,309,278.5,344,90.8,291.4,183.9,389.5,789.8,672.8
265671_at,1979.2,1877,2112.8,2941.3,2911.1,2673.3,2346.2,2568.9,2244.2,3128,3272.7,2949.9
265672_at,42,160.5,30.1,35.5,27.2,59.8,47.6,109,24.6,8.8,118.2,81.5
265673_at,1392.8,1471.9,1270.8,888.3,1040.8,765.5,1008.5,1272.1,1594.7,669.1,731.7,936.9
265674_at,6,4.2,67.3,182.3,149.1,149,4.7,164.1,236.6,306.4,493.2,492.9
265675_at,115.5,217.5,45.6,223.6,126.9,110.3,93.3,227.6,96.7,171.8,83.6,241.5
265676_at,835.7,780.6,730.5,951.9,1062.1,1054.7,890,913.4,757.1,1015.8,1201.1,857.1
265677_at,907,899.5,1016.4,1192.8,1357.5,1091.9,962.7,892.8,1406.8,1194,1393.8,1233.4
265678_at,248.8,242.1,295.1,345.8,329.6,227,280.6,223.1,183.2,403.9,339.9,323.4
265679_at,1034.5,823.9,978,552.7,680.3,1352.1,931.2,832.6,873.5,866.1,823.8,744.4
265680_at,2128.9,2700.2,2093.7,2053.8,2282.1,1552.9,1836.1,1610.8,1149.7,864.2,1447.8,1426.6
265681_at,85.6,24,55.8,23.9,3.6,6.1,80.2,37.5,61.9,68.1,97.6,71.4
265682_at,145.9,212.9,132.2,213,136.2,127.1,160.8,265.8,262.8,186.8,205,260.9
265683_at,4.4,59.7,11,16.5,3.3,13.3,15.4,4.5,14.7,5.8,22.1,6.4
265684_at,2.8,4.6,4.7,32.7,6,3.3,2.9,31,3.5,2.8,9.8,4.3
265685_at,7.2,77.4,155.7,69.5,85.4,76.7,77.7,8,22.5,67.5,21.4,133.5
265686_at,5,6.2,6.6,12.3,3.9,4.1,2.9,5.1,8.6,2.5,5.9,4
265687_s_at,30.4,76.8,123.8,30.4,35.4,34.6,6.3,22.7,45.4,6.6,62.9,5.3
265688_at,10.6,27.2,52.2,5.9,38.4,16.5,14,90.6,125.2,30.7,61.5,70.1
265689_at,5.1,30.5,26.8,17.3,77.3,98.5,24.3,4.8,81.9,18.4,5.1,100.1
265690_at,52.5,75,129,45.5,58.2,69.1,13,86.7,10.9,57.4,56.8,85.3
265691_at,421.9,288.6,279.7,426.6,415,485.1,338.4,313.4,416.7,424.5,488.1,346.5
265692_at,31.8,18,15.8,2,6.8,8.5,4.1,6.1,52.1,3.1,4.9,15.3
265693_at,72.3,19.2,13.9,42.2,12.3,15,6.4,18.1,13.2,12.1,43.2,12.6
265694_at,54.4,133.9,141.2,134.2,103.2,62.5,12.7,119.1,192.1,102.8,87.1,144.6
265695_at,272.6,173.2,45.5,304.9,373.1,358.2,242.4,357,243.7,244.3,350.1,294.8
265696_at,3.8,11.4,9,12.3,3.7,29.4,12.6,11.1,13.2,21.6,4.6,28.7
265697_at,766.8,773.2,709.8,816.3,899.5,666,665,854.7,791.5,721.9,591.2,637.2
265698_at,910.4,883,651.7,2268.3,2359.2,1306.2,2157.5,2016.6,1888.9,2233.1,3275.9,2661.2
265699_at,990.9,1054.9,931.3,813.4,909.8,704.8,880.7,811.1,663.2,704.3,704.8,523.4
265700_at,518.3,662.9,477.5,703.1,702,356.6,435.3,632.1,557.8,506.4,514.6,588.9
265701_at,17.5,9.4,108.6,60.3,10,27.1,6.5,16.3,10.5,75.2,149.4,51.3
265702_at,173.9,153.1,187.7,140.9,200.2,195,138.8,171.3,131.4,147,153.1,148.9
265703_at,288,273.9,268.1,300.7,231.2,267.1,250.4,263.5,131.5,240,309.6,267.4
265704_at,1382.1,1635.4,1465.9,1078.6,1201.5,1101,1473.5,1702.7,1524.7,1167.2,1016.7,1031.5
265705_at,4,3,17.3,56.6,3.1,5.5,10.7,9,19.9,64.3,78.9,142.7
265706_at,311.8,339.2,453.1,238.1,332.4,267.5,274.1,206.2,479.3,257.8,237.2,233
265707_at,1600.1,1338.1,1015.5,1404,1376.8,1143,1340.2,1467.4,1355.3,1219.4,1054.5,903.9
265708_at,56.8,139.3,10.7,86.9,12,57.1,40.7,73.3,45.5,5.3,15.9,33.7
265709_at,90.8,151.2,164.1,87.6,60.4,6,49.5,43.7,194.9,41.2,51.8,11.1
265710_at,17.1,9.5,23.9,13.9,3.6,8.9,7.3,4.3,15.3,8,6.1,9
265711_at,7.9,5.8,12.4,2.9,8,43.1,4.5,15.3,16.8,15.1,5.7,24
265712_s_at,823.4,974,844.1,648.6,669.2,618.3,687.7,888.8,904.5,642.3,752.3,798.8
265713_at,389.7,324.2,299.2,164.7,205.7,57.5,430.8,364,311.9,214.9,187.7,257.7
265714_at,44.6,5.3,48,7.5,3.2,11.1,7.9,6.5,11.3,7.5,16.8,11.2
265715_s_at,414.1,596,417.1,352.4,381.7,356.6,521.3,476.8,374,284.2,351.6,345.9
265716_at,612.3,782.9,704,794.2,724.4,962.5,870.9,820.1,798.4,508.2,762.1,834.9
265717_at,1271.4,1064.5,1244.6,2129.5,2313,1794.3,1494.9,1476.9,1421,2376,2386.9,2570.3
265718_at,511.3,724.3,364.9,331.1,396.1,190.2,710.3,439.4,265.7,255.9,303.2,328.3
265719_at,12.1,33.4,137,39.3,99.2,98,10.1,83.9,108.7,71.8,50.7,102.4
265720_at,129.7,200.3,103.4,167.5,110.9,145.2,86.1,121.9,164.5,102.3,200.2,209.3
265721_at,175.6,238.9,173,235,245.8,220.6,163.8,209.9,144,197.9,225.7,190.9
265722_at,498.2,495.1,231.1,940.5,888.8,1042.5,603.7,675.5,592.9,889.3,910,886.3
265723_at,74.1,66.1,94.3,38.2,79.8,58.7,46.6,53.5,19.6,110.8,184.1,155.6
265724_at,1240.9,1130.6,1071.9,517.6,405.4,274.7,1080.4,1060.1,1069.1,377.7,341.9,399.4
265725_at,54.2,15.7,28.5,120.1,151.4,147.5,102.2,21.1,30.7,96.3,100.7,91.7
265726_at,304.6,365.7,340,112.8,206.8,268,323,227.8,353.7,131,196.7,133.5
265727_at,259.5,190.4,295.9,365.9,187.6,149.7,226.5,283.6,306.6,166,172,296.4
265728_at,19.5,47.8,220.4,93.1,56.9,45.4,106.3,53.3,17.7,65.3,138.2,36.3
265729_at,619.4,746.4,681.1,702.1,482.9,381.6,522.6,582.5,544.2,484.8,446.4,371.6
265730_at,161.7,140.9,230.2,329.5,223.1,453,256,263.6,199.8,341.4,264.6,341.4
265731_at,157.3,198.5,204.6,82.7,129.7,131.2,130.7,169.9,32.6,90.1,37,188.8
265732_at,183.2,146.5,194.8,31.2,25.6,65.7,78.6,34.4,40.5,108.4,76.3,39.7
265733_at,205.8,198.3,187.3,283.1,223.4,289,393.3,276.7,390.8,384.2,568.7,393.1
265734_at,279.1,302.3,385.9,542.8,396.6,482.9,365.7,555.2,407.5,679.3,468.2,459.3
265735_at,1850.6,1751.8,1330.3,1920.5,2084.5,2480.1,1871,1587.4,1416.6,2226.7,2340.2,2420.3
